Name,PlayerId,YR,Wt,BMI,Total_TD,2PM,Total_Pts,PB,AP1,AV
Victor Cruz,CruzVi00,2013,204,27.7,4,,24,0,0,6
Victor Cruz,CruzVi00,2011,204,27.7,9,,54,0,0,13
Victor Cruz,CruzVi00,2014,204,27.7,1,,6,0,0,3
Victor Cruz,CruzVi00,2012,204,27.7,10,,60,1,0,12
Victor Cruz,CruzVi00,2016,204,27.7,1,,6,0,0,4
Isaiah Crowell,CrowIs00,2015,190,26.5,5,,30,0,0,5
Isaiah Crowell,CrowIs00,2016,190,26.5,7,,42,0,0,7
Isaiah Crowell,CrowIs00,2014,190,26.5,8,,48,0,0,3
Jamison Crowder,CrowJa00,2016,174,26.5,8,,48,0,0,8
Jamison Crowder,CrowJa00,2015,174,26.5,2,2,16,0,0,5
Alan Cross,CrosAl00,2016,235,31,1,,6,0,0,0
Juron Criner,CrinJu00,2012,224,28,1,1,8,0,0,1
Josh Cribbs,CribJo01,2012,192,25.3,0,,0,1,0,1
Josh Cribbs,CribJo01,2013,192,25.3,0,,0,0,0,0
Josh Cribbs,CribJo01,2011,192,25.3,5,,30,0,0,4
Josh Cribbs,CribJo01,2014,192,25.3,0,,0,0,0,0
Patrick Crayton,CrayPa00,2011,205,27.8,1,,6,0,0,3
Tom Crabtree,CrabTo00,2013,244,28.9,1,,6,0,0,0
Tom Crabtree,CrabTo00,2011,244,28.9,1,,6,0,0,0
Tom Crabtree,CrabTo00,2012,244,28.9,3,,18,0,0,2
Michael Crabtree,CrabMi00,2016,215,27.6,8,1,50,0,0,8
Michael Crabtree,CrabMi00,2011,215,27.6,4,1,26,0,0,9
Michael Crabtree,CrabMi00,2014,215,27.6,4,,24,0,0,5
Michael Crabtree,CrabMi00,2012,215,27.6,9,,54,0,0,10
Michael Crabtree,CrabMi00,2015,215,27.6,9,,54,0,0,8
Michael Crabtree,CrabMi00,2013,215,27.6,1,,6,0,0,3
Mike Cox,Cox_Mi20,2011,259,35.1,0,,0,0,0,0
Oniel Cousins,CousOn00,2014,315,38.3,0,,0,0,0,3
Kirk Cousins,CousKi00,2013,214,26.7,0,,0,0,0,-2
Kirk Cousins,CousKi00,2016,214,26.7,4,,24,1,0,15
Kirk Cousins,CousKi00,2014,214,26.7,0,,0,0,0,4
Kirk Cousins,CousKi00,2015,214,26.7,5,,30,0,0,12
Jerricho Cotchery,CotcJe00,2013,200,26.4,10,,60,0,0,5
Jerricho Cotchery,CotcJe00,2011,200,26.4,2,,12,0,0,2
Jerricho Cotchery,CotcJe00,2014,200,26.4,1,1,8,0,0,5
Jerricho Cotchery,CotcJe00,2012,200,26.4,0,,0,0,0,2
Jerricho Cotchery,CotcJe00,2015,200,26.4,3,,18,0,0,6
Quan Cosby,CosbQu00,2011,191,28.2,0,,0,0,0,0
Paul Cornick,CornPa00,2014,310,35.8,0,,0,0,0,4
Cody Core,CoreCo00,2016,207,25.9,0,,0,0,0,2
Terrance Copper,CoppTe00,2012,204,27.7,0,,0,0,0,0
Terrance Copper,CoppTe00,2011,204,27.7,0,,0,0,0,1
Riley Cooper,CoopRi00,2011,214,26.7,1,,6,0,0,3
Riley Cooper,CoopRi00,2014,214,26.7,3,,18,0,0,4
Riley Cooper,CoopRi00,2012,214,26.7,3,,18,0,0,2
Riley Cooper,CoopRi00,2015,214,26.7,2,,12,0,0,2
Riley Cooper,CoopRi00,2013,214,26.7,8,2,52,0,0,7
Pharoh Cooper,CoopPh00,2016,208,29,0,,0,0,0,1
Josh Cooper,CoopJo00,2012,190,27.3,0,,0,0,0,1
Josh Cooper,CoopJo00,2013,190,27.3,0,,0,0,0,0
Amari Cooper,CoopAm00,2015,210,27.7,6,,36,1,0,9
Amari Cooper,CoopAm00,2016,210,27.7,5,2,34,1,0,10
Chris Cooley,CoolCh00,2012,252,31.5,0,,0,0,0,0
Chris Cooley,CoolCh00,2011,252,31.5,0,,0,0,0,0
Brandin Cooks,CookBr00,2016,189,27.1,8,,48,0,0,11
Brandin Cooks,CookBr00,2014,189,27.1,4,,24,0,0,5
Brandin Cooks,CookBr00,2015,189,27.1,9,,54,0,0,9
Jared Cook,CookJa02,2013,235,28.6,5,,30,0,0,6
Jared Cook,CookJa02,2016,235,28.6,1,,6,0,0,4
Jared Cook,CookJa02,2011,235,28.6,3,,18,0,0,6
Jared Cook,CookJa02,2014,235,28.6,3,,18,0,0,5
Jared Cook,CookJa02,2012,235,28.6,4,,24,0,0,4
Jared Cook,CookJa02,2015,235,28.6,0,1,2,0,0,4
John Conner,ConnJo00,2011,240,33.5,1,,6,0,0,0
John Conner,ConnJo00,2014,240,33.5,1,,6,0,0,0
John Conner,ConnJo00,2012,240,33.5,0,,0,0,0,0
John Conner,ConnJo00,2013,240,33.5,0,,0,0,0,0
Chris Conley,ConlCh00,2015,207,26.6,1,,6,0,0,2
Chris Conley,ConlCh00,2016,207,26.6,0,,0,0,0,5
Kevin Cone,ConeKe00,2013,207,26.6,0,,0,0,0,0
Kevin Cone,ConeKe00,2012,207,26.6,0,,0,0,0,0
Tom Compton,CompTo00,2015,314,37.2,0,,0,0,0,2
Marques Colston,ColsMa00,2012,225,27.4,10,,60,0,0,10
Marques Colston,ColsMa00,2015,225,27.4,4,,24,0,0,4
Marques Colston,ColsMa00,2013,225,27.4,5,,30,0,0,9
Marques Colston,ColsMa00,2011,225,27.4,8,,48,0,0,11
Marques Colston,ColsMa00,2014,225,27.4,5,,30,0,0,8
Jed Collins,CollJe01,2013,255,33.6,1,,6,0,0,1
Jed Collins,CollJe01,2011,255,33.6,4,,24,0,0,1
Jed Collins,CollJe01,2014,255,33.6,1,,6,0,0,0
Jed Collins,CollJe01,2012,255,33.6,2,,12,0,0,1
Alex Collins,CollAl00,2016,218,30.4,1,,6,0,0,2
Austin Collie,CollAu00,2013,200,26.4,0,,0,0,0,1
Austin Collie,CollAu00,2011,200,26.4,1,,6,0,0,4
Tevin Coleman,ColeTe01,2016,210,28.5,11,,66,0,0,9
Tevin Coleman,ColeTe01,2015,210,28.5,1,,6,0,0,3
Derrick Coleman,ColeDe00,2015,233,31.6,0,,0,0,0,0
Derrick Coleman,ColeDe00,2013,233,31.6,1,,6,0,0,1
Derrick Coleman,ColeDe00,2014,233,31.6,1,,6,0,0,0
Corey Coleman,ColeCo00,2016,194,27.1,3,,18,0,0,3
Brandon Coleman,ColeBr00,2015,225,26,2,,12,0,0,4
Brandon Coleman,ColeBr00,2016,225,26,3,,18,0,0,2
Keary Colbert,ColbKe00,2011,200,26.4,0,,0,0,0,1
Chase Coffman,CoffCh00,2012,250,29.6,0,,0,0,0,0
Chase Coffman,CoffCh00,2013,250,29.6,0,,0,0,0,0
Chase Coffman,CoffCh00,2014,250,29.6,1,,6,0,0,0
Colin Cochart,CochCo00,2011,260,31.6,1,,6,0,0,0
Randall Cobb,CobbRa00,2012,191,27.4,9,,54,0,0,11
Randall Cobb,CobbRa00,2015,191,27.4,7,,42,0,0,8
Randall Cobb,CobbRa00,2013,191,27.4,4,,24,0,0,4
Randall Cobb,CobbRa00,2016,191,27.4,4,,24,0,0,6
Randall Cobb,CobbRa00,2011,191,27.4,3,,18,0,0,7
Randall Cobb,CobbRa00,2014,191,27.4,12,1,74,1,0,16
David Cobb,CobbDa00,2015,229,31.9,1,,6,0,0,1
Sammie Coates,CoatSa00,2016,213,27.3,2,,12,0,0,4
Sammie Coates,CoatSa00,2015,213,27.3,0,,0,0,0,0
Tyler Clutts,ClutTy00,2011,260,33.4,0,,0,0,0,0
Tyler Clutts,ClutTy00,2014,260,33.4,0,,0,0,0,0
Tyler Clutts,ClutTy00,2012,260,33.4,0,,0,0,0,0
Tyler Clutts,ClutTy00,2015,260,33.4,0,,0,0,0,0
Tyler Clutts,ClutTy00,2013,260,33.4,0,,0,0,0,0
Asante Cleveland,ClevAs00,2014,260,30.8,0,,0,0,0,0
Kellen Clemens,ClemKe00,2013,224,28.8,0,,0,0,0,6
Kellen Clemens,ClemKe00,2016,224,28.8,0,,0,0,0,0
Michael Clayton,ClayMi00,2011,197,24,0,,0,0,0,0
Kaelin Clay,ClayKa00,2015,190,27.3,1,,6,0,0,1
Charles Clay,ClayCh00,2016,245,30.6,4,,24,0,0,6
Charles Clay,ClayCh00,2011,245,30.6,3,,18,0,0,2
Charles Clay,ClayCh00,2014,245,30.6,3,,18,0,0,5
Charles Clay,ClayCh00,2012,245,30.6,2,,12,0,0,2
Charles Clay,ClayCh00,2015,245,30.6,3,,18,0,0,5
Charles Clay,ClayCh00,2013,245,30.6,7,,42,0,0,5
Jimmy Clausen,ClauJi00,2015,217,27.1,0,,0,0,0,2
Dallas Clark,ClarDa00,2012,257,32.1,4,,24,0,0,4
Dallas Clark,ClarDa00,2013,257,32.1,3,,18,0,0,2
Dallas Clark,ClarDa00,2011,257,32.1,2,,12,0,0,2
Chris Clark,ClarCh21,2011,315,37.3,0,,0,0,0,3
Chris Clark,ClarCh21,2014,315,37.3,0,,0,0,0,4
Tashard Choice,ChoiTa00,2011,210,31,1,,6,0,0,2
Tashard Choice,ChoiTa00,2012,210,31,1,,6,0,0,1
Tashard Choice,ChoiTa00,2013,210,31,0,,0,0,0,1
Gosder Cherilus,CherGo20,2016,315,35.5,0,,0,0,0,2
Orson Charles,CharOr00,2012,251,32.2,0,,0,0,0,1
Orson Charles,CharOr00,2013,251,32.2,0,,0,0,0,0
Jamaal Charles,CharJa00,2013,199,27.8,19,,114,1,1,16
Jamaal Charles,CharJa00,2014,199,27.8,14,,84,1,0,11
Jamaal Charles,CharJa00,2012,199,27.8,6,,36,1,0,9
Jamaal Charles,CharJa00,2015,199,27.8,5,,30,0,0,4
Scott Chandler,ChanSc00,2011,270,30.4,6,,36,0,0,3
Scott Chandler,ChanSc00,2014,270,30.4,3,,18,0,0,4
Scott Chandler,ChanSc00,2012,270,30.4,6,,36,0,0,5
Scott Chandler,ChanSc00,2015,270,30.4,4,,24,0,0,3
Scott Chandler,ChanSc00,2013,270,30.4,2,,12,0,0,5
Garrett Celek,CeleGa00,2013,252,29.9,0,,0,0,0,0
Garrett Celek,CeleGa00,2015,252,29.9,3,,18,0,0,1
Garrett Celek,CeleGa00,2012,252,29.9,0,,0,0,0,0
Garrett Celek,CeleGa00,2016,252,29.9,3,,18,0,0,3
Brent Celek,CeleBr00,2015,261,31.8,3,,18,0,0,3
Brent Celek,CeleBr00,2013,261,31.8,6,,36,0,0,4
Brent Celek,CeleBr00,2016,261,31.8,0,,0,0,0,1
Brent Celek,CeleBr00,2011,261,31.8,5,,30,0,0,7
Brent Celek,CeleBr00,2014,261,31.8,1,,6,0,0,2
Brent Celek,CeleBr00,2012,261,31.8,1,,6,0,0,5
Mike Caussin,CausMi00,2011,252,29.9,0,,0,0,0,0
Matt Cassel,CassMa00,2012,230,27.3,1,,6,0,0,2
Matt Cassel,CassMa00,2013,230,27.3,1,,6,0,0,6
Matt Cassel,CassMa00,2011,230,27.3,0,,0,0,0,3
Matt Cassel,CassMa00,2015,230,27.3,0,,0,0,0,1
James Casey,CaseJa00,2013,235,29.4,0,,0,0,0,0
James Casey,CaseJa00,2011,235,29.4,1,,6,0,0,2
James Casey,CaseJa00,2014,235,29.4,2,,12,0,0,0
James Casey,CaseJa00,2012,235,29.4,3,,18,0,0,3
Rock Cartwright,CartRo01,2011,223,34.9,0,,0,0,0,0
Delone Carter,CartDe01,2011,225,33.2,2,,12,0,0,2
Delone Carter,CartDe01,2012,225,33.2,3,,18,0,0,1
Leonte Carroo,CarrLe00,2016,217,29.4,1,,6,0,0,0
Derek Carrier,CarrDe00,2014,238,29.7,0,,0,0,0,1
Derek Carrier,CarrDe00,2015,238,29.7,1,,6,0,0,1
Derek Carrier,CarrDe00,2013,238,29.7,0,,0,0,0,0
Derek Carrier,CarrDe00,2016,238,29.7,0,,0,0,0,0
Derek Carr,CarrDe02,2014,214,27.5,0,,0,0,0,5
Derek Carr,CarrDe02,2015,214,27.5,0,,0,1,0,13
Derek Carr,CarrDe02,2016,214,27.5,0,,0,1,0,12
John Carlson,CarlJo00,2013,256,30.4,1,,6,0,0,3
John Carlson,CarlJo00,2014,256,30.4,1,1,8,0,0,2
John Carlson,CarlJo00,2012,256,30.4,0,,0,0,0,0
Gabe Carimi,CariGa00,2013,315,35.5,0,,0,0,0,2
Gabe Carimi,CariGa00,2014,315,35.5,0,,0,0,0,4
Ka'Deem Carey,CareKa00,2014,207,30.6,0,,0,0,0,1
Ka'Deem Carey,CareKa00,2015,207,30.6,3,,18,0,0,1
Ka'Deem Carey,CareKa00,2016,207,30.6,0,,0,0,0,1
Jason Campbell,CampJa00,2012,223,26.4,0,,0,0,0,1
Jason Campbell,CampJa00,2013,223,26.4,0,,0,0,0,4
Jason Campbell,CampJa00,2011,223,26.4,2,,12,0,0,4
Jordan Cameron,CameJo00,2011,244,28.9,0,,0,0,0,0
Jordan Cameron,CameJo00,2014,244,28.9,2,,12,0,0,3
Jordan Cameron,CameJo00,2012,244,28.9,1,,6,0,0,2
Jordan Cameron,CameJo00,2015,244,28.9,3,,18,0,0,3
Jordan Cameron,CameJo00,2013,244,28.9,7,,42,1,0,6
Greg Camarillo,CamaGr00,2011,190,25.1,0,,0,0,0,1
Greg Camarillo,CamaGr00,2012,190,25.1,0,,0,0,0,0
Andre Caldwell,CaldAn00,2012,207,27.3,0,,0,0,0,0
Andre Caldwell,CaldAn00,2015,207,27.3,2,,12,0,0,0
Andre Caldwell,CaldAn00,2013,207,27.3,3,,18,0,0,2
Andre Caldwell,CaldAn00,2011,207,27.3,3,,18,0,0,3
Andre Caldwell,CaldAn00,2014,207,27.3,0,,0,0,0,0
Travaris Cadet,CadeTr00,2012,210,27.7,0,,0,0,0,0
Travaris Cadet,CadeTr00,2015,210,27.7,1,,6,0,0,1
Travaris Cadet,CadeTr00,2013,210,27.7,1,,6,0,0,0
Travaris Cadet,CadeTr00,2016,210,27.7,4,,24,0,0,3
Travaris Cadet,CadeTr00,2014,210,27.7,1,,6,0,0,3
Jake Byrne,ByrnJa00,2013,260,31.6,0,,0,0,0,0
Nate Byham,ByhaNa00,2012,268,32.6,1,,6,0,0,0
Jeremy Butler,ButlJe01,2015,224,28.8,0,,0,0,0,2
Deon Butler,ButlDe00,2011,170,24.4,0,,0,0,0,0
Brice Butler,ButlBr00,2015,215,26.9,0,,0,0,0,2
Brice Butler,ButlBr00,2013,215,26.9,0,,0,0,0,1
Brice Butler,ButlBr00,2016,215,26.9,3,,18,0,0,2
Brice Butler,ButlBr00,2014,215,26.9,3,,18,0,0,2
Jermon Bushrod,BushJe20,2015,315,38.3,0,,0,0,0,3
Reggie Bush,BushRe00,2013,200,27.1,7,,42,0,0,10
Reggie Bush,BushRe00,2016,200,27.1,1,1,8,0,0,1
Reggie Bush,BushRe00,2011,200,27.1,7,,42,0,0,10
Reggie Bush,BushRe00,2014,200,27.1,2,,12,0,0,4
Reggie Bush,BushRe00,2012,200,27.1,8,,48,0,0,8
Reggie Bush,BushRe00,2015,200,27.1,0,,0,0,0,0
Michael Bush,BushMi00,2011,243,31.2,8,,48,0,0,8
Michael Bush,BushMi00,2012,243,31.2,5,,30,0,0,3
Michael Bush,BushMi00,2013,243,31.2,4,,24,0,0,2
Trey Burton,BurtTr01,2015,228,28.5,0,,0,0,0,0
Trey Burton,BurtTr01,2016,228,28.5,1,,6,0,0,3
Trey Burton,BurtTr01,2014,228,28.5,1,,6,0,0,0
Stephen Burton,BurtSt00,2012,221,28.4,1,,6,0,0,0
Michael Burton,BurtMi00,2016,235,32.8,0,,0,0,0,0
Michael Burton,BurtMi00,2015,235,32.8,1,,6,0,0,0
Isaiah Burse,BursIs01,2014,187,26.8,0,,0,0,0,0
Isaiah Burse,BursIs01,2016,187,26.8,0,,0,0,0,0
Plaxico Burress,BurrPl00,2011,226,26.8,8,,48,0,0,5
Nate Burleson,BurlNa00,2012,192,26,2,1,14,0,0,2
Nate Burleson,BurlNa00,2013,192,26,1,,6,0,0,4
Nate Burleson,BurlNa00,2011,192,26,3,,18,0,0,7
Rex Burkhead,BurkRe00,2015,214,30.7,1,,6,0,0,1
Rex Burkhead,BurkRe00,2016,214,30.7,2,,12,0,0,3
Rex Burkhead,BurkRe00,2014,214,30.7,1,,6,0,0,1
Aaron Burbridge,BurbAa00,2016,210,28.5,0,,0,0,0,1
Martavis Bryant,BryaMa00,2015,211,25.7,7,,42,0,0,7
Martavis Bryant,BryaMa00,2014,211,25.7,8,,48,0,0,5
Dez Bryant,BryaDe01,2012,225,28.9,12,1,74,0,0,11
Dez Bryant,BryaDe01,2015,225,28.9,3,,18,0,0,3
Dez Bryant,BryaDe01,2013,225,28.9,13,,78,1,0,12
Dez Bryant,BryaDe01,2016,225,28.9,8,,48,1,0,8
Dez Bryant,BryaDe01,2011,225,28.9,9,,54,0,0,8
Dez Bryant,BryaDe01,2014,225,28.9,16,,96,1,1,14
Mark Brunell,BrunMa00,2011,217,28.6,0,,0,0,0,0
Ryan Broyles,BroyRy00,2014,192,27.5,0,,0,0,0,0
Ryan Broyles,BroyRy00,2012,192,27.5,2,,12,0,0,2
Ryan Broyles,BroyRy00,2013,192,27.5,0,,0,0,0,1
Vincent Brown,BrowVi00,2011,184,25.7,2,,12,0,0,3
Vincent Brown,BrowVi00,2013,184,25.7,1,,6,0,0,5
Vincent Brown,BrowVi00,2014,184,25.7,0,,0,0,0,1
Ronnie Brown,BrowRo05,2012,233,31.6,0,,0,0,0,4
Ronnie Brown,BrowRo05,2013,233,31.6,1,,6,0,0,2
Ronnie Brown,BrowRo05,2011,233,31.6,1,,6,0,0,1
Ronnie Brown,BrowRo05,2014,233,31.6,0,,0,0,0,1
Mike Brown,BrowMi00,2013,205,29.4,2,,12,0,0,3
Mike Brown,BrowMi00,2014,205,29.4,0,,0,0,0,1
Marlon Brown,BrowMa00,2015,216,25.6,0,,0,0,0,1
Marlon Brown,BrowMa00,2013,216,25.6,7,1,44,0,0,4
Marlon Brown,BrowMa00,2014,216,25.6,0,,0,0,0,2
Malcolm Brown,BrowMa03,2016,224,31.2,0,,0,0,0,0
Mack Brown,BrowMa02,2016,215,30,1,,6,0,0,1
Justin Brown,BrowJu00,2014,207,25.9,0,,0,0,0,1
John Brown,BrowJo02,2014,179,25,5,,30,0,0,5
John Brown,BrowJo02,2015,179,25,7,,42,0,0,10
John Brown,BrowJo02,2016,179,25,2,,12,0,0,4
Jaron Brown,BrowJa03,2014,205,26.3,2,,12,0,0,2
Jaron Brown,BrowJa03,2015,205,26.3,1,,6,0,0,1
Jaron Brown,BrowJa03,2013,205,26.3,1,,6,0,0,1
Jaron Brown,BrowJa03,2016,205,26.3,1,,6,0,0,2
Donald Brown,BrowDo00,2011,210,29.3,5,,30,0,0,4
Donald Brown,BrowDo00,2014,210,29.3,0,,0,0,0,3
Donald Brown,BrowDo00,2012,210,29.3,1,1,8,0,0,3
Donald Brown,BrowDo00,2015,210,29.3,1,,6,0,0,2
Donald Brown,BrowDo00,2013,210,29.3,8,,48,0,0,6
Daniel Brown,BrowDa04,2015,225,26.7,0,,0,0,0,0
Daniel Brown,BrowDa04,2016,225,26.7,1,,6,0,0,1
Corey Brown,BrowPh00,2015,190,25.8,4,,24,0,0,5
Corey Brown,BrowPh00,2016,190,25.8,1,,6,0,0,2
Corey Brown,BrowPh00,2014,190,25.8,3,,18,0,0,4
Chykie Brown,BrowCh05,2014,185,25.1,0,,0,0,0,3
Charles Brown,BrowCh28,2012,284,33.7,0,,0,0,0,3
Bryce Brown,BrowBr02,2014,223,30.2,0,,0,0,0,3
Bryce Brown,BrowBr02,2012,223,30.2,4,,24,0,0,3
Bryce Brown,BrowBr02,2013,223,30.2,2,1,14,0,0,3
Antonio Brown,BrowAn04,2013,180,25.8,9,,54,1,0,14
Antonio Brown,BrowAn04,2016,180,25.8,12,,72,1,1,12
Antonio Brown,BrowAn04,2011,180,25.8,3,,18,1,0,10
Antonio Brown,BrowAn04,2014,180,25.8,14,1,86,1,1,16
Antonio Brown,BrowAn04,2012,180,25.8,5,,30,0,0,6
Antonio Brown,BrowAn04,2015,180,25.8,11,2,70,1,1,17
Andre Brown,BrowAn03,2013,224,30.4,2,1,20,0,0,3
Andre Brown,BrowAn03,2012,224,30.4,8,1,50,0,0,4
Richie Brockel,BrocRi00,2012,251,33.1,0,,0,0,0,0
Richie Brockel,BrocRi00,2013,251,33.1,0,,0,0,0,0
Richie Brockel,BrocRi00,2011,251,33.1,1,,6,0,0,0
Kevin Brock,BrocKe00,2013,315,37.3,0,,0,0,0,0
Kevin Brock,BrocKe00,2014,315,37.3,0,,0,0,0,0
Eben Britton,BritEb20,2013,310,35.8,0,,0,0,0,3
Kenny Britt,BritKe00,2014,215,26.9,3,,18,0,0,6
Kenny Britt,BritKe00,2012,215,26.9,4,1,26,0,0,4
Kenny Britt,BritKe00,2015,215,26.9,3,,18,0,0,5
Kenny Britt,BritKe00,2013,215,26.9,0,,0,0,0,1
Kenny Britt,BritKe00,2016,215,26.9,5,,30,0,0,6
Dezmon Briscoe,BrisDe00,2011,200,25,6,,36,0,0,3
Dezmon Briscoe,BrisDe00,2012,200,25,0,,0,0,0,0
Curtis Brinkley,BrinCu00,2012,208,30.7,0,,0,0,0,1
Curtis Brinkley,BrinCu00,2011,208,30.7,1,1,8,0,0,1
Teddy Bridgewater,BridTe00,2014,214,27.5,1,,6,0,0,9
Teddy Bridgewater,BridTe00,2015,214,27.5,3,1,20,1,0,13
Drew Brees,BreeDr00,2012,209,28.3,1,,6,1,0,15
Drew Brees,BreeDr00,2015,209,28.3,1,,6,0,0,14
Drew Brees,BreeDr00,2013,209,28.3,3,,18,1,0,17
Drew Brees,BreeDr00,2016,209,28.3,2,,12,1,0,16
Drew Brees,BreeDr00,2011,209,28.3,1,,6,1,0,20
Drew Brees,BreeDr00,2014,209,28.3,1,,6,1,0,16
Steve Breaston,BreaSt00,2011,175,23.1,2,,12,0,0,5
Steve Breaston,BreaSt00,2012,175,23.1,0,,0,0,0,0
LaVon Brazill,BrazLa00,2012,192,26.8,1,,6,0,0,1
LaVon Brazill,BrazLa00,2013,192,26.8,2,,12,0,0,2
Quan Bray,BrayQu00,2016,186,26.7,0,,0,0,0,0
Quan Bray,BrayQu00,2015,186,26.7,0,,0,0,0,0
Ben Braunecker,BrauBe00,2016,255,31,0,,0,0,0,0
Cameron Brate,BratCa00,2016,235,27.9,8,,48,0,0,5
Cameron Brate,BratCa00,2014,235,27.9,0,,0,0,0,0
Cameron Brate,BratCa00,2015,235,27.9,3,,18,0,0,2
Deion Branch,BranDe00,2012,193,28.5,0,,0,0,0,2
Deion Branch,BranDe00,2011,193,28.5,5,,30,0,0,8
Tom Brady,BradTo00,2012,225,27.4,4,,24,1,0,18
Tom Brady,BradTo00,2015,225,27.4,3,,18,1,0,17
Tom Brady,BradTo00,2013,225,27.4,0,,0,1,0,13
Tom Brady,BradTo00,2016,225,27.4,0,,0,1,0,13
Tom Brady,BradTo00,2011,225,27.4,3,,18,1,0,21
Tom Brady,BradTo00,2014,225,27.4,0,,0,1,0,16
Ahmad Bradshaw,BradAh00,2012,195,27.2,6,,36,0,0,11
Ahmad Bradshaw,BradAh00,2014,195,27.2,8,,48,0,0,5
Ahmad Bradshaw,BradAh00,2011,195,27.2,11,1,68,0,0,7
Ahmad Bradshaw,BradAh00,2015,195,27.2,3,,18,0,0,1
Sam Bradford,BradSa00,2011,236,28.7,0,,0,0,0,3
Sam Bradford,BradSa00,2015,236,28.7,0,,0,0,0,9
Sam Bradford,BradSa00,2012,236,28.7,1,,6,0,0,9
Sam Bradford,BradSa00,2016,236,28.7,0,,0,0,0,11
Sam Bradford,BradSa00,2013,236,28.7,0,1,2,0,0,6
Brett Brackett,BracBr00,2014,248,29.4,0,,0,0,0,0
Nick Boyle,BoylNi00,2015,268,32.6,0,1,2,0,0,1
Nick Boyle,BoylNi00,2016,268,32.6,0,,0,0,0,0
Trevone Boykin,BoykTr00,2016,213,28.9,0,,0,0,0,0
Jarrett Boykin,BoykJa00,2012,216,27.7,0,,0,0,0,0
Jarrett Boykin,BoykJa00,2013,216,27.7,4,,24,0,0,6
Jarrett Boykin,BoykJa00,2014,216,27.7,0,,0,0,0,0
Tyler Boyd,BoydTy00,2016,197,26,1,,6,0,0,5
Josh Boyce,BoycJo00,2013,206,28.7,0,,0,0,0,1
Dwayne Bowe,BoweDw00,2012,221,28.4,3,,18,0,0,5
Dwayne Bowe,BoweDw00,2015,221,28.4,0,,0,0,0,0
Dwayne Bowe,BoweDw00,2013,221,28.4,5,,30,0,0,6
Dwayne Bowe,BoweDw00,2011,221,28.4,5,,30,0,0,7
Dwayne Bowe,BoweDw00,2014,221,28.4,0,,0,0,0,8
Brandon Bostick,BostBr00,2014,245,30.6,1,,6,0,0,0
Brandon Bostick,BostBr00,2016,245,30.6,0,,0,0,0,0
Brandon Bostick,BostBr00,2013,245,30.6,1,,6,0,0,1
Kevin Boss,BossKe00,2011,255,28.7,3,,18,0,0,3
Blake Bortles,BortBl00,2016,232,27.5,4,1,26,0,0,10
Blake Bortles,BortBl00,2014,232,27.5,0,,0,0,0,5
Blake Bortles,BortBl00,2015,232,27.5,2,,12,0,0,14
Alex Boone,BoonAl21,2014,330,37.2,0,,0,0,0,6
Lorenzo Booker,BookLo00,2011,191,26.6,0,,0,0,0,1
Devontae Booker,BookDe00,2016,212,29.6,5,,30,0,0,5
Brock Bolen,BoleBr00,2011,238,32.3,0,,0,0,0,0
Anquan Boldin,BoldAn00,2016,218,28.8,8,,48,0,0,5
Anquan Boldin,BoldAn00,2011,218,28.8,3,,18,0,0,8
Anquan Boldin,BoldAn00,2014,218,28.8,5,,30,0,0,8
Anquan Boldin,BoldAn00,2012,218,28.8,4,1,26,0,0,9
Anquan Boldin,BoldAn00,2015,218,28.8,4,,24,0,0,5
Anquan Boldin,BoldAn00,2013,218,28.8,7,,42,0,0,12
Brandon Bolden,BoldBr00,2014,220,30.7,1,,6,0,0,1
Brandon Bolden,BoldBr00,2012,220,30.7,2,,12,0,0,2
Brandon Bolden,BoldBr00,2015,220,30.7,2,,12,0,0,3
Brandon Bolden,BoldBr00,2013,220,30.7,3,,18,0,0,3
Brandon Bolden,BoldBr00,2016,220,30.7,0,,0,0,0,0
Tommy Bohanon,BohaTo00,2013,246,32.5,0,,0,0,0,1
Tommy Bohanon,BohaTo00,2015,246,32.5,0,,0,0,0,0
Alfred Blue,BlueAl00,2016,223,28.6,1,,6,0,0,3
Alfred Blue,BlueAl00,2014,223,28.6,4,,24,0,0,4
Alfred Blue,BlueAl00,2015,223,28.6,3,,18,0,0,5
LeGarrette Blount,BlouLe00,2013,245,32.3,7,,42,0,0,5
LeGarrette Blount,BlouLe00,2016,245,32.3,18,,108,0,0,8
LeGarrette Blount,BlouLe00,2011,245,32.3,5,,30,0,0,5
LeGarrette Blount,BlouLe00,2014,245,32.3,5,,30,0,0,5
LeGarrette Blount,BlouLe00,2012,245,32.3,2,,12,0,0,1
LeGarrette Blount,BlouLe00,2015,245,32.3,7,,42,0,0,6
Justin Blackmon,BlacJu00,2012,210,27.7,5,1,32,0,0,6
Armon Binns,BinnAr00,2012,211,27.1,1,,6,0,0,3
Kapri Bibbs,BibbKa00,2016,212,31.3,1,,6,0,0,1
E.J. Bibbs,BibbE.00,2015,261,32.6,0,,0,0,0,0
Jahvid Best,BestJa00,2011,190,28.1,3,,18,0,0,5
Davone Bess,BessDa00,2012,190,27.3,1,,6,0,0,6
Davone Bess,BessDa00,2013,190,27.3,2,1,14,0,0,2
Davone Bess,BessDa00,2011,190,27.3,3,,18,0,0,5
Brenton Bersin,BersBr00,2015,211,26.4,0,,0,0,0,1
Brenton Bersin,BersBr00,2016,211,26.4,0,,0,0,0,0
