Name,PlayerId,YR,Wt,BMI,Total_TD,2PM,Total_Pts,PB,AP1,AV
Greg Jennings,JennGr00,2012,195,27.2,4,,24,0,0,3
Greg Jennings,JennGr00,2015,195,27.2,1,,6,0,0,1
Greg Jennings,JennGr00,2013,195,27.2,4,,24,0,0,8
Brian Jennings,JennBr00,2011,245,29,0,,0,0,0,0
Brian Jennings,JennBr00,2012,245,29,0,,0,0,0,0
Michael Jenkins,JenkMi00,2012,217,26.4,2,,12,0,0,5
Michael Jenkins,JenkMi00,2011,217,26.4,3,,18,0,0,4
Greg Jenkins,JenkGr00,2013,208,27.4,1,,6,0,0,0
A.J. Jenkins,JenkA.00,2014,192,26,0,,0,0,0,1
A.J. Jenkins,JenkA.00,2013,192,26,0,,0,0,0,1
Alshon Jeffery,JeffAl00,2012,230,28,3,,18,0,0,3
Alshon Jeffery,JeffAl00,2015,230,28,4,,24,0,0,7
Alshon Jeffery,JeffAl00,2013,230,28,7,1,44,1,0,14
Alshon Jeffery,JeffAl00,2016,230,28,2,,12,0,0,5
Alshon Jeffery,JeffAl00,2014,230,28,10,,60,0,0,9
Lestar Jean,JeanLe01,2012,215,26.9,1,,6,0,0,1
Lestar Jean,JeanLe01,2013,215,26.9,0,,0,0,0,0
Andy Janovich,JanoAn00,2016,230,30.3,1,,6,0,0,1
Jeff Janis,JaniJe00,2015,219,27.4,0,,0,0,0,1
Jeff Janis,JaniJe00,2016,219,27.4,2,,12,0,0,1
Mike James,JameMi00,2013,223,32,0,,0,0,0,2
Mike James,JameMi00,2014,223,32,0,,0,0,0,0
LaMichael James,JameLa00,2013,190,28.9,0,,0,0,0,1
Jesse James,JameJe00,2015,254,28.6,1,1,8,0,0,0
Jesse James,JameJe00,2016,254,28.6,3,,18,0,0,3
Nic Jacobs,JacoNi00,2015,269,31.9,0,,0,0,0,0
Nic Jacobs,JacoNi00,2014,269,31.9,1,,6,0,0,0
Brandon Jacobs,JacoBr00,2011,256,31.2,8,1,50,0,0,5
Brandon Jacobs,JacoBr00,2013,256,31.2,4,,24,0,0,1
Vincent Jackson,JackVi00,2011,241,28.6,9,,54,1,0,12
Vincent Jackson,JackVi00,2014,241,28.6,2,,12,0,0,7
Vincent Jackson,JackVi00,2012,241,28.6,8,1,50,1,0,12
Vincent Jackson,JackVi00,2015,241,28.6,3,1,20,0,0,5
Vincent Jackson,JackVi00,2013,241,28.6,7,,42,0,0,10
Vincent Jackson,JackVi00,2016,241,28.6,0,,0,0,0,1
Tarvaris Jackson,JackTa00,2011,226,29,1,,6,0,0,9
Steven Jackson,JackSt00,2013,229,28.6,7,,42,0,0,5
Steven Jackson,JackSt00,2011,229,28.6,6,,36,0,0,6
Steven Jackson,JackSt00,2014,229,28.6,6,,36,0,0,6
Steven Jackson,JackSt00,2012,229,28.6,4,1,26,0,0,7
Fred Jackson,JackFr02,2012,215,28.4,4,,24,0,0,4
Fred Jackson,JackFr02,2015,215,28.4,2,,12,0,0,3
Fred Jackson,JackFr02,2013,215,28.4,10,,60,0,0,8
Fred Jackson,JackFr02,2011,215,28.4,6,,36,0,0,9
Fred Jackson,JackFr02,2014,215,28.4,3,1,20,0,0,7
DeSean Jackson,JackDe00,2012,178,25.5,2,,12,0,0,5
DeSean Jackson,JackDe00,2015,178,25.5,4,,24,0,0,4
DeSean Jackson,JackDe00,2013,178,25.5,9,,54,1,0,11
DeSean Jackson,JackDe00,2016,178,25.5,4,,24,0,0,9
DeSean Jackson,JackDe00,2011,178,25.5,4,,24,0,0,8
DeSean Jackson,JackDe00,2014,178,25.5,6,,36,0,0,8
Chris Ivory,IvorCh00,2013,222,30.1,3,,18,0,0,4
Chris Ivory,IvorCh00,2016,222,30.1,3,,18,0,0,4
Chris Ivory,IvorCh00,2011,222,30.1,1,,6,0,0,3
Chris Ivory,IvorCh00,2014,222,30.1,7,,42,0,0,5
Chris Ivory,IvorCh00,2012,222,30.1,2,,12,0,0,1
Chris Ivory,IvorCh00,2015,222,30.1,8,,48,1,0,9
Dontrelle Inman,InmaDo00,2016,198,24.7,4,,24,0,0,7
Dontrelle Inman,InmaDo00,2014,198,24.7,0,,0,0,0,1
Dontrelle Inman,InmaDo00,2015,198,24.7,3,,18,0,0,3
Mark Ingram,IngrMa01,2013,215,30.8,1,,6,0,0,3
Mark Ingram,IngrMa01,2016,215,30.8,10,2,64,0,0,10
Mark Ingram,IngrMa01,2011,215,30.8,5,,30,0,0,4
Mark Ingram,IngrMa01,2014,215,30.8,9,,54,1,0,8
Mark Ingram,IngrMa01,2012,215,30.8,5,,30,0,0,4
Mark Ingram,IngrMa01,2015,215,30.8,6,1,38,0,0,8
Henry Hynoski,HynoHe01,2014,260,33.4,0,,0,0,0,0
Henry Hynoski,HynoHe01,2011,260,33.4,0,,0,0,0,1
Henry Hynoski,HynoHe01,2012,260,33.4,1,,6,0,0,1
Carlos Hyde,HydeCa00,2016,230,31.2,9,1,56,0,0,7
Carlos Hyde,HydeCa00,2014,230,31.2,4,,24,0,0,2
Carlos Hyde,HydeCa00,2015,230,31.2,3,,18,0,0,3
James Hurst,HursJa00,2015,296,35.1,0,,0,0,0,4
Allen Hurns,HurnAl01,2014,195,24.4,6,,36,0,0,4
Allen Hurns,HurnAl01,2015,195,24.4,10,,60,0,0,8
Allen Hurns,HurnAl01,2016,195,24.4,3,,18,0,0,3
Sam Hurd,HurdSa00,2011,187,24,0,,0,0,0,1
Kendall Hunter,HuntKe00,2012,199,31.2,2,,12,0,0,3
Kendall Hunter,HuntKe00,2013,199,31.2,4,,24,0,0,3
Kendall Hunter,HuntKe00,2011,199,31.2,2,,12,0,0,5
Justin Hunter,HuntJu00,2015,196,23.9,1,,6,0,0,2
Justin Hunter,HuntJu00,2013,196,23.9,4,,24,0,0,3
Justin Hunter,HuntJu00,2016,196,23.9,4,,24,0,0,2
Justin Hunter,HuntJu00,2014,196,23.9,3,,18,0,0,3
Akeem Hunt,HuntAk01,2015,184,27.2,0,,0,0,0,1
Akeem Hunt,HuntAk01,2016,184,27.2,0,,0,0,0,1
Adam Humphries,HumpAd00,2016,195,27.2,2,1,14,0,0,5
Adam Humphries,HumpAd00,2015,195,27.2,1,,6,0,0,2
Robert Hughes,HughRo00,2012,235,32.8,0,,0,0,0,0
Robert Hughes,HughRo00,2014,235,32.8,0,,0,0,0,1
Josh Huff,HuffJo00,2014,206,28.7,1,,6,0,0,2
Josh Huff,HuffJo00,2015,206,28.7,3,,18,0,0,2
Josh Huff,HuffJo00,2016,206,28.7,2,,12,0,0,2
Kevin Huber,HubeKe20,2014,221,30,0,,0,1,0,3
Chris Hubbard,HubbCh00,2016,286,34.8,0,,0,0,0,3
Brian Hoyer,HoyeBr00,2016,215,26.9,0,,0,0,0,4
Brian Hoyer,HoyeBr00,2014,215,26.9,0,,0,0,0,8
Brian Hoyer,HoyeBr00,2015,215,26.9,0,,0,0,0,7
Jordan Howard,HowaJo00,2016,225,29.7,7,,42,1,0,9
Rob Housler,HousRo01,2011,238,28.2,0,,0,0,0,1
Rob Housler,HousRo01,2014,238,28.2,0,,0,0,0,1
Rob Housler,HousRo01,2012,238,28.2,0,,0,0,0,3
Rob Housler,HousRo01,2015,238,28.2,0,,0,0,0,0
Rob Housler,HousRo01,2013,238,28.2,1,,6,0,0,4
T.J. Houshmandzadeh,HousTJ00,2011,197,26,1,,6,0,0,1
Gator Hoskins,HoskHa00,2014,253,32.5,0,,0,0,0,0
Jeremy Horne,HornJe00,2011,193,24.8,0,,0,0,0,0
DeAndre Hopkins,HopkDe00,2013,214,28.2,2,,12,0,0,5
DeAndre Hopkins,HopkDe00,2016,214,28.2,4,,24,0,0,7
DeAndre Hopkins,HopkDe00,2014,214,28.2,6,,36,0,0,10
DeAndre Hopkins,HopkDe00,2015,214,28.2,11,1,68,1,0,11
Austin Hooper,HoopAu00,2016,248,31,3,,18,0,0,3
Michael Hoomanawanui,HoomMi00,2014,271,33.9,0,,0,0,0,0
Michael Hoomanawanui,HoomMi00,2012,271,33.9,0,,0,0,0,1
Michael Hoomanawanui,HoomMi00,2015,271,33.9,3,,18,0,0,1
Michael Hoomanawanui,HoomMi00,2013,271,33.9,1,,6,0,0,1
Michael Hoomanawanui,HoomMi00,2011,271,33.9,0,,0,0,0,0
Johnny Holton,HoltJo00,2016,190,25.8,0,,0,0,0,1
Santonio Holmes,HolmSa00,2014,185,26.5,0,,0,0,0,1
Santonio Holmes,HolmSa00,2011,185,26.5,8,,48,0,0,5
Santonio Holmes,HolmSa00,2013,185,26.5,1,,6,0,0,3
Andre Holmes,HolmAn00,2013,208,24.7,1,,6,0,0,3
Andre Holmes,HolmAn00,2016,208,24.7,3,,18,0,0,1
Andre Holmes,HolmAn00,2014,208,24.7,4,,24,0,0,4
Andre Holmes,HolmAn00,2012,208,24.7,0,,0,0,0,0
Andre Holmes,HolmAn00,2015,208,24.7,4,,24,0,0,2
Trindon Holliday,HollTr00,2012,162,27,2,,12,0,0,2
Trindon Holliday,HollTr00,2013,162,27,2,,12,0,0,2
Jesse Holley,HollJe00,2011,213,27.3,0,,0,0,0,1
Chris Hogan,HogaCh00,2015,220,29,2,,12,0,0,4
Chris Hogan,HogaCh00,2013,220,29,0,,0,0,0,1
Chris Hogan,HogaCh00,2016,220,29,4,,24,0,0,7
Chris Hogan,HogaCh00,2014,220,29,4,,24,0,0,3
Domenik Hixon,HixoDo00,2013,192,24.6,1,,6,0,0,1
Domenik Hixon,HixoDo00,2012,192,24.6,2,,12,0,0,6
T.Y. Hilton,HiltT.00,2012,183,26.3,8,,48,0,0,8
T.Y. Hilton,HiltT.00,2015,183,26.3,5,,30,1,0,8
T.Y. Hilton,HiltT.00,2013,183,26.3,5,,30,0,0,10
T.Y. Hilton,HiltT.00,2016,183,26.3,6,1,38,1,0,14
T.Y. Hilton,HiltT.00,2014,183,26.3,7,,42,1,0,12
Tony Hills,HillTo21,2012,305,36.2,0,,0,0,0,1
Ronnie Hillman,HillRo00,2016,200,29.5,0,,0,0,0,2
Ronnie Hillman,HillRo00,2014,200,29.5,4,,24,0,0,5
Ronnie Hillman,HillRo00,2012,200,29.5,1,,6,0,0,3
Ronnie Hillman,HillRo00,2015,200,29.5,7,,42,0,0,5
Ronnie Hillman,HillRo00,2013,200,29.5,1,,6,0,0,3
Peyton Hillis,HillPe00,2011,240,31.7,3,,18,0,0,4
Peyton Hillis,HillPe00,2014,240,31.7,0,,0,0,0,1
Peyton Hillis,HillPe00,2012,240,31.7,1,,6,0,0,2
Peyton Hillis,HillPe00,2013,240,31.7,2,,12,0,0,2
Lex Hilliard,HillLe00,2011,233,32.5,2,,12,0,0,1
Lex Hilliard,HillLe00,2012,233,32.5,0,,0,0,0,0
Tyreek Hill,HillTy00,2016,185,26.5,12,,72,1,1,10
Stephen Hill,HillSt00,2013,215,26.2,1,,6,0,0,2
Stephen Hill,HillSt00,2012,215,26.2,3,,18,0,0,2
Shaun Hill,HillSh00,2014,210,24.9,1,,6,0,0,4
Michael Hill,HillMi00,2013,210,30.1,0,,0,0,0,0
Josh Hill,HillJo02,2014,229,27.2,5,,30,0,0,2
Josh Hill,HillJo02,2015,229,27.2,2,,12,0,0,1
Josh Hill,HillJo02,2013,229,27.2,1,,6,0,0,0
Josh Hill,HillJo02,2016,229,27.2,1,,6,0,0,1
Jeremy Hill,HillJe01,2015,233,30.7,12,1,74,0,0,6
Jeremy Hill,HillJe01,2016,233,30.7,9,,54,0,0,5
Jeremy Hill,HillJe01,2014,233,30.7,9,,54,0,0,10
Jason Hill,HillJa00,2011,204,26.9,3,,18,0,0,3
Anthony Hill,HillAn00,2011,264,31.3,0,,0,0,0,0
Tim Hightower,HighTi00,2011,226,30.6,2,,12,0,0,2
Tim Hightower,HighTi00,2015,226,30.6,4,,24,0,0,3
Tim Hightower,HighTi00,2016,226,30.6,5,,30,0,0,5
Rashard Higgins,HiggRa00,2016,188,24.1,0,,0,0,0,0
Tyler Higbee,HigbTy00,2016,233,27.6,1,,6,0,0,1
Darrius Heyward-Bey,HeywDa00,2013,205,26.3,1,1,8,0,0,3
Darrius Heyward-Bey,HeywDa00,2016,205,26.3,3,,18,0,0,1
Darrius Heyward-Bey,HeywDa00,2011,205,26.3,4,,24,0,0,8
Darrius Heyward-Bey,HeywDa00,2014,205,26.3,0,,0,0,0,0
Darrius Heyward-Bey,HeywDa00,2012,205,26.3,5,,30,0,0,4
Darrius Heyward-Bey,HeywDa00,2015,205,26.3,2,,12,0,0,3
Ryan Hewitt,HewiRy00,2016,246,29.9,0,,0,0,0,0
Ryan Hewitt,HewiRy00,2014,246,29.9,0,,0,0,0,1
Ryan Hewitt,HewiRy00,2015,246,29.9,0,,0,0,0,1
Jeff Heuerman,HeueJe00,2016,255,30.2,0,,0,0,0,1
Jacob Hester,HestJa00,2011,230,32.1,1,,6,0,0,1
Devin Hester,HestDe99,2012,185,26.5,1,,6,0,0,2
Devin Hester,HestDe99,2016,185,26.5,0,,0,0,0,0
Devin Hester,HestDe99,2014,185,26.5,4,,24,1,0,6
Devin Hester,HestDe99,2011,185,26.5,4,,24,0,0,6
Devin Hester,HestDe99,2015,185,26.5,0,,0,0,0,0
Robert Herron,HerrRo00,2014,193,28.5,1,,6,0,0,0
Dan Herron,HerrDa00,2013,212,30.4,0,,0,0,0,1
Dan Herron,HerrDa00,2014,212,30.4,1,,6,0,0,4
Dan Herron,HerrDa00,2015,212,30.4,0,,0,0,0,0
Will Herring,HerrWi99,2014,215,26.9,0,,0,0,0,1
Javontee Herndon,HernJa00,2015,197,26,0,,0,0,0,1
Aaron Hernandez,HernAa00,2011,250,32.1,7,,42,0,0,10
Aaron Hernandez,HernAa00,2012,250,32.1,5,,30,0,0,5
Hunter Henry,HenrHu00,2016,250,29.6,8,,48,0,0,4
Derrick Henry,HenrDe00,2016,247,30.9,5,,30,0,0,4
Chad Henne,HennCh01,2013,228,28.5,0,,0,0,0,6
Chad Henne,HennCh01,2012,228,28.5,1,,6,0,0,4
Devery Henderson,HendDe00,2011,200,27.9,2,,12,0,0,5
Devery Henderson,HendDe00,2012,200,27.9,1,,6,0,0,3
Temarrick Hemingway,HemiTe00,2016,244,28.9,0,,0,0,0,0
Junior Hemingway,HemiJu00,2013,225,29.7,2,,12,0,0,1
Junior Hemingway,HemiJu00,2014,225,29.7,0,,0,0,0,1
Roy Helu,HeluRo00,2013,216,29.3,4,,24,0,0,3
Roy Helu,HeluRo00,2014,216,29.3,3,,18,0,0,4
Roy Helu,HeluRo00,2011,216,29.3,3,,18,0,0,6
Roy Helu,HeluRo00,2015,216,29.3,1,,6,0,0,1
Will Heller,HellWi00,2011,250,28.9,0,,0,0,0,0
Will Heller,HellWi00,2012,250,28.9,1,,6,0,0,1
Cooper Helfet,HelfCo00,2014,240,29.2,2,,12,0,0,2
Cooper Helfet,HelfCo00,2015,240,29.2,0,,0,0,0,1
Todd Heap,HeapTo00,2011,252,29.9,1,,6,0,0,2
Matt Hazel,HazeMa01,2015,198,26.1,0,,0,0,0,0
Jarryd Hayne,HaynJa00,2015,220,28.2,0,,0,0,0,0
Lavelle Hawkins,HawkLa00,2011,187,26.1,1,,6,0,0,4
Lavelle Hawkins,HawkLa00,2012,187,26.1,0,,0,0,0,0
Andrew Hawkins,HawkAn00,2013,175,27.4,0,,0,0,0,2
Andrew Hawkins,HawkAn00,2016,175,27.4,3,,18,0,0,2
Andrew Hawkins,HawkAn00,2011,175,27.4,0,,0,0,0,3
Andrew Hawkins,HawkAn00,2014,175,27.4,2,,12,0,0,5
Andrew Hawkins,HawkAn00,2012,175,27.4,4,,24,0,0,5
Andrew Hawkins,HawkAn00,2015,175,27.4,0,1,2,0,0,2
Stanley Havili,HaviSt00,2013,230,30.3,1,,6,0,0,1
Stanley Havili,HaviSt00,2012,230,30.3,1,,6,0,0,0
Matt Hasselbeck,HassMa00,2012,223,27.1,0,,0,0,0,3
Matt Hasselbeck,HassMa00,2015,223,27.1,0,,0,0,0,4
Matt Hasselbeck,HassMa00,2011,223,27.1,0,,0,0,0,9
Percy Harvin,HarvPe00,2014,200,27.9,2,,12,0,0,5
Percy Harvin,HarvPe00,2011,200,27.9,9,,54,0,0,12
Percy Harvin,HarvPe00,2015,200,27.9,1,,6,0,0,2
Percy Harvin,HarvPe00,2012,200,27.9,5,,30,0,0,9
Ben Hartsock,HartBe00,2012,264,32.1,0,,0,0,0,0
Ben Hartsock,HartBe00,2013,264,32.1,0,,0,0,0,0
Ben Hartsock,HartBe00,2011,264,32.1,0,,0,0,0,0
Brian Hartline,HartBr00,2012,180,23.1,1,,6,0,0,8
Brian Hartline,HartBr00,2015,180,23.1,2,,12,0,0,3
Brian Hartline,HartBr00,2013,180,23.1,4,,24,0,0,7
Brian Hartline,HartBr00,2011,180,23.1,1,,6,0,0,5
Brian Hartline,HartBr00,2014,180,23.1,2,,12,0,0,4
James Harrison,HarrJa23,2015,242,32.8,0,,0,0,0,3
Ryan Harris,HarrRy20,2013,299,35.5,0,,0,0,0,2
Maurice Harris,HarrMa05,2016,200,25,0,,0,0,0,1
Josh Harris,HarrJo04,2014,200,27.1,0,,0,0,0,0
Dwayne Harris,HarrDw00,2011,200,28.7,0,,0,0,0,0
Dwayne Harris,HarrDw00,2014,200,28.7,0,,0,0,0,1
Dwayne Harris,HarrDw00,2012,200,28.7,2,1,12,0,0,3
Dwayne Harris,HarrDw00,2015,200,28.7,6,,36,0,0,6
Dwayne Harris,HarrDw00,2013,200,28.7,3,,18,0,0,2
Dwayne Harris,HarrDw00,2016,200,28.7,1,,6,1,0,0
DuJuan Harris,HarrDu01,2011,197,30.9,0,,0,0,0,0
DuJuan Harris,HarrDu01,2014,197,30.9,0,,0,0,0,1
DuJuan Harris,HarrDu01,2016,197,30.9,1,,6,0,0,2
Demetrius Harris,HarrDe03,2014,230,25.9,0,,0,0,0,0
Demetrius Harris,HarrDe03,2015,230,25.9,1,,6,0,0,1
Demetrius Harris,HarrDe03,2016,230,25.9,2,1,14,0,0,1
Alonzo Harris,HarrAl00,2015,237,31.3,0,,0,0,0,0
Jamie Harper,HarpJa01,2011,235,32.8,1,,6,0,0,0
Jamie Harper,HarpJa01,2012,235,32.8,3,,18,0,0,0
Chris Harper,HarpCh01,2015,176,24.5,0,,0,0,0,0
Chris Harper,HarpCh01,2016,176,24.5,0,,0,0,0,1
Cory Harkey,HarkCo00,2013,272,34,2,,12,0,0,1
Cory Harkey,HarkCo00,2016,272,34,0,,0,0,0,0
Cory Harkey,HarkCo00,2014,272,34,1,1,8,0,0,0
Cory Harkey,HarkCo00,2012,272,34,0,,0,0,0,0
Cory Harkey,HarkCo00,2015,272,34,0,,0,0,0,0
Justin Hardy,HardJu00,2015,190,26.5,0,,0,0,0,2
Justin Hardy,HardJu00,2016,190,26.5,4,,24,0,0,2
Montario Hardesty,HardMo00,2011,205,28.6,0,,0,0,0,2
Montario Hardesty,HardMo00,2012,205,28.6,1,,6,0,0,2
Clay Harbor,HarbCl00,2013,252,31.5,2,,12,0,0,2
Clay Harbor,HarbCl00,2016,252,31.5,0,,0,0,0,0
Clay Harbor,HarbCl00,2011,252,31.5,1,,6,0,0,1
Clay Harbor,HarbCl00,2014,252,31.5,1,,6,0,0,2
Clay Harbor,HarbCl00,2012,252,31.5,2,,12,0,0,1
Clay Harbor,HarbCl00,2015,252,31.5,1,1,8,0,0,1
James Hanna,HannJa00,2013,252,30.7,0,,0,0,0,1
James Hanna,HannJa00,2014,252,30.7,0,,0,0,0,1
James Hanna,HannJa00,2012,252,30.7,0,,0,0,0,1
James Hanna,HannJa00,2015,252,30.7,0,,0,0,0,0
Leonard Hankerson,HankLe00,2013,205,27,3,,18,0,0,2
Leonard Hankerson,HankLe00,2015,205,27,3,,18,0,0,3
Leonard Hankerson,HankLe00,2012,205,27,3,,18,0,0,6
Caleb Hanie,HaniCa00,2011,236,30.3,0,,0,0,0,2
Frankie Hammond,HammFr00,2014,184,24.3,0,,0,0,0,0
Frankie Hammond,HammFr00,2015,184,24.3,0,,0,0,0,0
Je'Ron Hamm,HammJe01,2016,236,29.5,0,,0,0,0,0
Cobi Hamilton,HamiCo00,2016,212,27.2,2,,12,0,0,2
Korey Hall,HallKo99,2011,230,30.3,0,,0,0,0,0
Chad Hall,HallCh00,2011,180,27.4,1,,6,0,0,0
Chad Hall,HallCh00,2013,180,27.4,0,,0,0,0,0
Ahmard Hall,HallAh00,2011,235,32.8,0,,0,0,0,0
Saalim Hakim,HakiSa00,2014,188,26.2,0,,0,0,0,0
Derek Hagan,HagaDe00,2014,205,27,1,,6,0,0,2
Derek Hagan,HagaDe00,2011,205,27,1,,6,0,0,2
Derek Hagan,HagaDe00,2012,205,27,0,,0,0,0,2
Todd Gurley,GurlTo01,2016,226,29.8,6,,36,0,0,4
Todd Gurley,GurlTo01,2015,226,29.8,10,,60,1,0,8
Rex Grossman,GrosRe00,2011,222,29.3,1,,6,0,0,6
Rob Gronkowski,GronRo00,2013,265,30.6,4,,24,0,0,5
Rob Gronkowski,GronRo00,2016,265,30.6,3,,18,0,0,5
Rob Gronkowski,GronRo00,2011,265,30.6,18,,108,1,1,14
Rob Gronkowski,GronRo00,2014,265,30.6,12,,72,1,1,12
Rob Gronkowski,GronRo00,2012,265,30.6,11,,66,1,0,8
Rob Gronkowski,GronRo00,2015,265,30.6,11,,66,1,1,12
Dan Gronkowski,GronDa00,2011,255,29.5,0,,0,0,0,0
Chris Gronkowski,GronCh00,2011,239,30.7,0,,0,0,0,0
Chris Gronkowski,GronCh00,2012,239,30.7,0,,0,0,0,0
Jonathan Grimes,GrimJo01,2015,207,29.7,2,1,14,0,0,3
Jonathan Grimes,GrimJo01,2012,207,29.7,0,,0,0,0,0
Jonathan Grimes,GrimJo01,2016,207,29.7,0,,0,0,0,1
Jonathan Grimes,GrimJo01,2014,207,29.7,0,,0,0,0,2
Xavier Grimble,GrimXa00,2016,257,31.3,2,,12,0,0,1
Ryan Griffin,GrifRy00,2013,216,25,1,,6,0,0,1
Ryan Griffin,GrifRy00,2016,216,25,2,,12,0,0,3
Ryan Griffin,GrifRy00,2014,216,25,1,,6,0,0,1
Ryan Griffin,GrifRy00,2015,216,25,2,,12,0,0,2
Robert Griffin,GrifRo01,2013,220,28.2,0,1,2,0,0,10
Robert Griffin,GrifRo01,2014,220,28.2,1,,6,0,0,5
Robert Griffin,GrifRo01,2012,220,28.2,7,,42,1,0,18
Robert Griffin,GrifRo01,2016,220,28.2,2,,12,0,0,3
Marion Grice,GricMa00,2014,208,28.2,1,,6,0,0,0
Jermaine Gresham,GresJe00,2013,261,30.9,4,,24,0,0,4
Jermaine Gresham,GresJe00,2016,261,30.9,2,,12,0,0,3
Jermaine Gresham,GresJe00,2011,261,30.9,6,,36,1,0,5
Jermaine Gresham,GresJe00,2014,261,30.9,5,,30,0,0,4
Jermaine Gresham,GresJe00,2012,261,30.9,5,,30,1,0,7
Jermaine Gresham,GresJe00,2015,261,30.9,1,,6,0,0,2
Shonn Greene,GreeSh00,2011,235,33.7,6,,36,0,0,7
Shonn Greene,GreeSh00,2014,235,33.7,2,,12,0,0,2
Shonn Greene,GreeSh00,2012,235,33.7,8,,48,0,0,6
Shonn Greene,GreeSh00,2013,235,33.7,4,,24,0,0,2
Rashad Greene,GreeRa00,2015,180,24.4,3,,18,0,0,2
Rashad Greene,GreeRa00,2016,180,24.4,0,,0,0,0,0
BenJarvus Green-Ellis,GreeBe00,2011,215,30,11,,66,0,0,7
BenJarvus Green-Ellis,GreeBe00,2012,215,30,6,,36,0,0,8
BenJarvus Green-Ellis,GreeBe00,2013,215,30,7,,42,0,0,4
Dorial Green-Beckham,GreeDo00,2015,225,26.7,4,1,26,0,0,4
Dorial Green-Beckham,GreeDo00,2016,225,26.7,2,,12,0,0,3
Virgil Green,GreeVi00,2013,248,31,0,,0,0,0,0
Virgil Green,GreeVi00,2016,248,31,1,,6,0,0,2
Virgil Green,GreeVi00,2011,248,31,0,,0,0,0,0
Virgil Green,GreeVi00,2014,248,31,1,,6,0,0,1
Virgil Green,GreeVi00,2012,248,31,0,,0,0,0,1
Virgil Green,GreeVi00,2015,248,31,1,,6,0,0,1
Ladarius Green,GreeLa00,2014,237,27.4,0,,0,0,0,2
Ladarius Green,GreeLa00,2015,237,27.4,4,2,28,0,0,3
Ladarius Green,GreeLa00,2013,237,27.4,3,,18,0,0,4
Ladarius Green,GreeLa00,2016,237,27.4,1,,6,0,0,3
Alex Green,GreeAl00,2012,220,29.8,0,,0,0,0,5
Alex Green,GreeAl00,2013,220,29.8,0,,0,0,0,0
A.J. Green,GreeA.00,2013,205,25,11,,66,1,0,13
A.J. Green,GreeA.00,2016,205,25,4,,24,1,0,7
A.J. Green,GreeA.00,2011,205,25,7,,42,1,0,10
A.J. Green,GreeA.00,2014,205,25,6,,36,1,0,9
A.J. Green,GreeA.00,2012,205,25,11,,66,1,0,13
A.J. Green,GreeA.00,2015,205,25,10,,60,1,0,13
MarQueis Gray,GrayMa00,2016,250,30.4,0,,0,0,0,1
MarQueis Gray,GrayMa00,2013,250,30.4,0,,0,0,0,0
MarQueis Gray,GrayMa00,2014,250,30.4,0,,0,0,0,1
Jonas Gray,GrayJo00,2015,223,32.9,0,,0,0,0,1
Jonas Gray,GrayJo00,2014,223,32.9,5,,30,0,0,3
Cyrus Gray,GrayCy00,2013,206,29.6,0,,0,0,0,1
Cyrus Gray,GrayCy00,2014,206,29.6,1,,6,0,0,0
Cyrus Gray,GrayCy00,2012,206,29.6,0,,0,0,0,0
Ryan Grant,GranRy00,2011,218,28.8,3,,18,0,0,8
Ryan Grant,GranRy01,2015,199,27,2,,12,0,0,2
Ryan Grant,GranRy00,2012,218,28.8,2,,12,0,0,1
Ryan Grant,GranRy01,2016,199,27,0,,0,0,0,1
Ryan Grant,GranRy01,2014,199,27,0,,0,0,0,0
Jakeem Grant,GranJa00,2016,165,26.6,1,,6,0,0,1
Corey Grant,GranCo00,2016,205,28.6,2,,12,0,0,1
Corey Grant,GranCo00,2015,205,28.6,0,,0,0,0,0
T.J. Graham,GrahT.00,2013,188,26.2,2,,12,0,0,3
T.J. Graham,GrahT.00,2014,188,26.2,1,,6,0,0,1
T.J. Graham,GrahT.00,2012,188,26.2,1,,6,0,0,3
Jimmy Graham,GrahJi00,2012,260,29.3,9,,54,0,0,8
Jimmy Graham,GrahJi00,2015,260,29.3,2,,12,0,0,6
Jimmy Graham,GrahJi00,2013,260,29.3,16,,96,1,1,11
Jimmy Graham,GrahJi00,2016,260,29.3,6,,36,1,0,8
Jimmy Graham,GrahJi00,2011,260,29.3,11,,66,1,0,13
Jimmy Graham,GrahJi00,2014,260,29.3,10,,60,1,0,8
Garrett Graham,GrahGa00,2011,245,30.6,0,,0,0,0,0
Garrett Graham,GrahGa00,2014,245,30.6,1,,6,0,0,2
Garrett Graham,GrahGa00,2012,245,30.6,3,,18,0,0,2
Garrett Graham,GrahGa00,2015,245,30.6,1,,6,0,0,0
Garrett Graham,GrahGa00,2013,245,30.6,5,,30,0,0,3
Earnest Graham,GrahEa00,2011,215,31.7,0,,0,0,0,2
Daniel Graham,GrahDa00,2011,257,32.1,1,,6,0,0,0
Chris Gragg,GragCh00,2015,244,30.5,0,,0,0,0,1
Chris Gragg,GragCh00,2013,244,30.5,1,,6,0,0,0
Chris Gragg,GragCh00,2014,244,30.5,1,,6,0,0,0
Frank Gore,GoreFr00,2013,215,31.7,9,,54,1,0,9
Frank Gore,GoreFr00,2016,215,31.7,8,,48,0,0,10
Frank Gore,GoreFr00,2011,215,31.7,8,,48,1,0,10
Frank Gore,GoreFr00,2014,215,31.7,5,,30,0,0,7
Frank Gore,GoreFr00,2012,215,31.7,10,,60,1,0,10
Frank Gore,GoreFr00,2015,215,31.7,7,,42,0,0,7
